id,first_name,gender,birthday,Age,abonoment_type,visit_per_week,attend_group_lesson,fav_group_lesson,avg_time_check_in,avg_time_check_out,avg_time_in_gym,personal_training,name_personal_trainer,precio_inscripcion_COP,precio_entrenador_COP,id_entrenador,ciudad,pais,latitud,longitud,fecha_inscripcion,__FileName
960,Brenn,Female,23/02/1993,31,Standard,3,False,,10:14:00,11:26:00,72,1,Carlos Quintero,155000,50142,1972,Cali,Colombia,10.9878,-74.788899999999998,,
468,Nananne,Female,28/01/1983,41,Premium,3,False,,09:56:00,10:40:00,44,1,Carlos Quintero,260000,62079,1972,Cali,Colombia,10.9878,-74.788899999999998,,
644,Catlee,Female,16/07/2010,14,Premium,5,True,Running,12:54:00,14:45:00,111,1,Camila Montenegro,260000,194360,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
60,Lesley,Female,20/08/1988,36,Standard,2,True,XCore- LesMiles- HIT,19:38:00,21:46:00,128,1,Camila Montenegro,155000,196928,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
62,Talia,Female,13/05/1995,29,Standard,3,False,,10:28:00,13:26:00,178,1,Camila Montenegro,155000,104826,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
94,Karlyn,Female,03/06/1983,41,Standard,2,True,BodyPump,16:43:00,18:16:00,93,1,Camila Montenegro,155000,92133,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
638,Timothea,Female,02/11/2005,18,Premium,2,False,,19:45:00,21:41:00,116,1,Camila Montenegro,260000,125667,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
724,Riccardo,Male,15/07/1977,47,Premium,2,True,HIT,19:06:00,21:35:00,149,1,Camila Montenegro,260000,112164,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
161,Adriane,Female,22/12/2006,17,Standard,3,True,XCore- Running- HIT,15:41:00,18:15:00,154,1,Camila Montenegro,155000,93521,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
143,Ginnifer,Female,19/03/2008,16,Premium,3,False,,17:21:00,19:20:00,119,1,Camila Montenegro,260000,77538,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
182,Martguerita,Female,16/02/2010,14,Standard,3,True,XCore,09:01:00,10:08:00,67,1,Camila Montenegro,155000,184198,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
214,Reiko,Female,01/01/1989,35,Standard,1,False,,08:34:00,09:19:00,45,1,Camila Montenegro,155000,77378,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
880,Ketti,Female,05/02/1995,29,Premium,2,False,,11:02:00,13:47:00,165,1,Camila Montenegro,260000,191445,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
280,Zachariah,Male,24/01/1983,41,Standard,2,True,Pilates- XCore,10:29:00,11:09:00,40,1,Camila Montenegro,155000,159548,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
810,Neils,Male,24/09/1994,30,Premium,2,True,BodyBalance,14:19:00,17:05:00,166,1,Camila Montenegro,260000,75134,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
324,Belicia,Female,14/07/1994,30,Standard,3,True,Pilates,19:16:00,22:03:00,167,1,Camila Montenegro,155000,94537,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
470,Gard,Male,07/10/1998,25,Premium,1,True,Pilates- Kickboxen,12:45:00,14:05:00,80,1,Camila Montenegro,260000,102559,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
366,Nicolais,Male,04/06/1980,44,Standard,3,False,,10:31:00,12:58:00,147,1,Camila Montenegro,155000,96362,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
383,Marje,Female,28/08/1998,26,Standard,2,False,,20:26:00,22:10:00,104,1,Camila Montenegro,155000,121284,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
430,Maryanna,Female,06/12/1998,25,Standard,2,False,,15:12:00,17:51:00,159,1,Camila Montenegro,155000,104677,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
415,Maiga,Female,26/12/1994,29,Premium,1,False,,16:54:00,18:37:00,103,1,Camila Montenegro,260000,171096,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
439,Cchaddie,Male,20/12/2011,12,Standard,2,True,Kickboxen,13:58:00,16:09:00,131,1,Camila Montenegro,155000,94645,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
456,Preston,Male,26/12/1993,30,Standard,3,True,Yoga- Zumba- HIT,14:55:00,15:27:00,32,1,Camila Montenegro,155000,192166,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
471,Latisha,Female,23/04/1976,48,Standard,1,False,,10:42:00,13:00:00,138,1,Camila Montenegro,155000,100790,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
792,Celestina,Female,14/05/1982,42,Premium,3,True,HIT- Spinning- XCore,11:44:00,13:18:00,94,1,Camila Montenegro,260000,136547,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
766,Kally,Female,17/03/1978,46,Premium,1,True,Kickboxen- Zumba- XCore,14:44:00,17:00:00,136,1,Camila Montenegro,260000,167234,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
389,Zola,Female,11/06/1990,34,Premium,1,True,Spinning- Pilates,17:57:00,18:59:00,62,1,Camila Montenegro,260000,98015,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
507,Anna-diane,Female,24/05/1977,47,Premium,2,True,LesMiles- BodyPump- Zumba,15:09:00,16:45:00,96,1,Camila Montenegro,260000,181636,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
814,Naoma,Female,13/12/1996,27,Standard,1,True,Spinning,15:34:00,16:24:00,50,1,Camila Montenegro,155000,96388,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
43,Nicol,Female,26/06/1995,29,Premium,1,True,BodyBalance,10:25:00,11:08:00,43,1,Camila Montenegro,260000,187696,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
516,Corella,Female,30/10/1975,48,Premium,1,True,Yoga- Spinning- BodyBalance,14:44:00,15:19:00,35,1,Camila Montenegro,260000,116789,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
574,Stafani,Female,30/03/1975,49,Premium,2,False,,19:30:00,22:29:00,179,1,Camila Montenegro,260000,56454,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
228,Rowan,Male,05/03/2007,17,Premium,1,True,Spinning- BodyPump- Running,19:05:00,21:49:00,164,1,Camila Montenegro,260000,196981,1010,Bogotá,Colombia,4.7110000000000003,-74.072100000000006,,
61,Eulalie,Female,08/05/1977,47,Premium,3,False,,18:30:00,19:56:00,86,1,Sebastian Marmolejo,260000,72719,1020,Cali,Colombia,3.4516,-76.531999999999996,,
822,Mischa,Male,11/10/1975,48,Premium,3,False,,19:44:00,21:54:00,130,1,Sebastian Marmolejo,260000,68867,1020,Cali,Colombia,3.4516,-76.531999999999996,,
108,Vivia,Female,05/03/2002,22,Standard,3,True,Running- HIT,19:52:00,21:17:00,85,1,Sebastian Marmolejo,155000,141807,1020,Cali,Colombia,3.4516,-76.531999999999996,,
126,Iago,Male,16/10/2009,14,Standard,3,False,,08:40:00,09:56:00,76,1,Sebastian Marmolejo,155000,150001,1020,Cali,Colombia,3.4516,-76.531999999999996,,
904,Freddi,Female,10/01/2010,14,Premium,2,False,,10:09:00,11:22:00,73,1,Sebastian Marmolejo,260000,101870,1020,Cali,Colombia,3.4516,-76.531999999999996,,
374,Portia,Female,16/12/1984,39,Premium,2,True,HIT,17:43:00,18:13:00,30,1,Sebastian Marmolejo,260000,50874,1020,Cali,Colombia,3.4516,-76.531999999999996,,
273,Quincy,Male,27/12/1996,27,Standard,2,False,,11:23:00,13:25:00,122,1,Sebastian Marmolejo,155000,59936,1020,Cali,Colombia,3.4516,-76.531999999999996,,
311,Christabella,Female,20/07/1980,44,Standard,1,False,,17:41:00,19:59:00,138,1,Sebastian Marmolejo,155000,105819,1020,Cali,Colombia,3.4516,-76.531999999999996,,
316,Eric,Male,28/12/2009,14,Standard,3,False,,20:52:00,21:29:00,37,1,Sebastian Marmolejo,155000,90661,1020,Cali,Colombia,3.4516,-76.531999999999996,,
363,Nikki,Male,25/02/2007,17,Standard,1,True,Running,12:17:00,13:56:00,99,1,Sebastian Marmolejo,155000,117530,1020,Cali,Colombia,3.4516,-76.531999999999996,,
364,Thea,Female,27/06/1990,34,Standard,3,True,Spinning,10:47:00,11:21:00,34,1,Sebastian Marmolejo,155000,58554,1020,Cali,Colombia,3.4516,-76.531999999999996,,
403,Nelie,Female,04/12/2007,16,Premium,3,False,,15:15:00,16:13:00,58,1,Sebastian Marmolejo,260000,99636,1020,Cali,Colombia,3.4516,-76.531999999999996,,
395,Shelly,Female,27/10/1995,28,Standard,3,False,,19:59:00,20:59:00,60,1,Sebastian Marmolejo,155000,124259,1020,Cali,Colombia,3.4516,-76.531999999999996,,
412,Adolph,Male,09/12/1984,39,Standard,2,True,LesMiles- Pilates,19:02:00,19:40:00,38,1,Sebastian Marmolejo,155000,177421,1020,Cali,Colombia,3.4516,-76.531999999999996,,
909,Randy,Male,23/01/1985,39,Premium,4,True,BodyBalance- LesMiles,13:35:00,15:53:00,138,1,Sebastian Marmolejo,260000,128891,1020,Cali,Colombia,3.4516,-76.531999999999996,,
421,Caitlin,Female,09/01/1998,26,Standard,3,False,,14:54:00,16:47:00,113,1,Sebastian Marmolejo,155000,77878,1020,Cali,Colombia,3.4516,-76.531999999999996,,
153,Gail,Male,22/07/1977,47,Premium,2,True,Running- Kickboxen- Pilates,16:41:00,17:16:00,35,1,Sebastian Marmolejo,260000,141778,1020,Cali,Colombia,3.4516,-76.531999999999996,,
627,Tiffani,Female,19/06/1995,29,Premium,2,True,Spinning- BodyPump,20:00:00,22:20:00,140,1,Sebastian Marmolejo,260000,87897,1020,Cali,Colombia,3.4516,-76.531999999999996,,
590,Toby,Male,29/08/1993,31,Standard,2,True,XCore- Running- BodyBalance,09:51:00,11:53:00,122,1,Sebastian Marmolejo,155000,137930,1020,Cali,Colombia,3.4516,-76.531999999999996,,
630,Pablo,Male,25/07/2003,21,Standard,5,False,,14:29:00,16:42:00,133,1,Sebastian Marmolejo,155000,130963,1020,Cali,Colombia,3.4516,-76.531999999999996,,
707,Grove,Male,16/06/1996,28,Premium,5,True,XCore- LesMiles- Running,13:31:00,15:01:00,90,1,Sebastian Marmolejo,260000,74356,1020,Cali,Colombia,3.4516,-76.531999999999996,,
368,Luca,Male,09/07/2001,23,Premium,1,True,BodyBalance- Yoga- XCore,20:41:00,22:32:00,111,1,Sebastian Marmolejo,260000,76296,1020,Cali,Colombia,3.4516,-76.531999999999996,,
665,Myrah,Female,23/11/1982,41,Standard,1,True,BodyPump- LesMiles- Kickboxen,11:45:00,14:24:00,159,1,Sebastian Marmolejo,155000,61394,1020,Cali,Colombia,3.4516,-76.531999999999996,,
713,Walt,Male,06/11/1986,37,Standard,3,True,BodyPump,10:37:00,11:40:00,63,1,Sebastian Marmolejo,155000,199392,1020,Cali,Colombia,3.4516,-76.531999999999996,,
337,Norris,Male,13/04/1982,42,Premium,2,False,,18:22:00,21:02:00,160,1,Sebastian Marmolejo,260000,157397,1020,Cali,Colombia,3.4516,-76.531999999999996,,
721,Haskel,Male,29/07/1994,30,Premium,2,False,,08:38:00,09:11:00,33,1,Sebastian Marmolejo,260000,113720,1020,Cali,Colombia,3.4516,-76.531999999999996,,
754,Vida,Female,09/12/1990,33,Standard,3,False,,15:13:00,15:58:00,45,1,Sebastian Marmolejo,155000,56759,1020,Cali,Colombia,3.4516,-76.531999999999996,,
318,Curran,Male,18/05/1984,40,Premium,2,False,,11:37:00,13:16:00,99,1,Sebastian Marmolejo,260000,150445,1020,Cali,Colombia,3.4516,-76.531999999999996,,
944,Marty,Female,29/09/1993,31,Standard,5,False,,09:41:00,11:03:00,82,1,Sebastian Marmolejo,155000,92248,1020,Cali,Colombia,3.4516,-76.531999999999996,,
950,Karyn,Female,31/10/2001,22,Standard,5,True,Running,15:44:00,17:40:00,116,1,Sebastian Marmolejo,155000,81993,1020,Cali,Colombia,3.4516,-76.531999999999996,,
2,Doralin,Female,18/09/1977,47,Standard,3,False,,19:31:00,21:43:00,132,1,Sara Jaramillo,155000,155742,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
28,Wat,Male,10/04/1992,32,Standard,5,True,BodyBalance- Running,19:41:00,21:46:00,125,1,Sara Jaramillo,155000,103902,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
736,Whitaker,Male,16/12/1982,41,Premium,2,True,Zumba- HIT- Kickboxen,20:54:00,22:22:00,88,1,Sara Jaramillo,260000,92859,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
49,Anette,Female,23/10/1975,48,Premium,3,True,Yoga- LesMiles,11:56:00,13:52:00,116,1,Sara Jaramillo,260000,79049,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
203,Rikki,Female,20/12/1980,43,Premium,2,False,,18:32:00,20:19:00,107,1,Sara Jaramillo,260000,116462,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
281,Dorey,Male,01/06/2003,21,Premium,2,True,Pilates- HIT- Running,15:40:00,16:47:00,67,1,Sara Jaramillo,260000,171296,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
92,Elvis,Male,17/08/1993,31,Standard,1,True,Running,14:37:00,16:35:00,118,1,Sara Jaramillo,155000,94158,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
103,Falito,Male,06/11/1990,33,Standard,5,True,Pilates- Kickboxen- HIT,10:29:00,12:41:00,132,1,Sara Jaramillo,155000,134397,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
262,Caritta,Female,27/05/1977,47,Premium,2,True,Yoga- LesMiles- BodyBalance,08:39:00,09:25:00,46,1,Sara Jaramillo,260000,140491,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
527,Flora,Female,20/08/1990,34,Premium,3,False,,11:15:00,12:14:00,59,1,Sara Jaramillo,260000,99157,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
306,Seumas,Male,28/10/2003,20,Standard,2,True,Running- Spinning- BodyPump,11:47:00,13:48:00,121,1,Sara Jaramillo,155000,131885,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
156,Jocelyne,Female,01/02/2004,20,Premium,2,False,,18:54:00,20:04:00,70,1,Sara Jaramillo,260000,161242,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
320,Lavinia,Female,23/01/2012,12,Standard,5,True,HIT- LesMiles- Pilates,09:36:00,12:06:00,150,1,Sara Jaramillo,155000,153349,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
58,Benton,Male,30/12/1977,46,Premium,5,True,BodyBalance- Spinning- XCore,12:19:00,15:07:00,168,1,Sara Jaramillo,260000,164820,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
339,Brenda,Female,04/09/1983,41,Standard,3,True,XCore,15:40:00,17:32:00,112,1,Sara Jaramillo,155000,178383,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
177,Nadean,Female,29/01/2001,23,Premium,3,False,,09:56:00,12:11:00,135,1,Sara Jaramillo,260000,178748,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
523,Klarika,Female,12/01/1994,30,Premium,1,False,,17:59:00,19:38:00,99,1,Sara Jaramillo,260000,166109,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
210,Trstram,Male,21/08/2007,17,Premium,2,False,,17:44:00,19:06:00,82,1,Sara Jaramillo,260000,192011,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
490,Sheilakathryn,Female,14/06/1996,28,Standard,3,False,,09:55:00,12:11:00,136,1,Sara Jaramillo,155000,193328,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
166,Bordie,Male,19/09/1992,32,Premium,3,False,,20:34:00,21:23:00,49,1,Sara Jaramillo,260000,162519,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
688,Lyn,Male,05/08/2011,13,Premium,3,False,,20:25:00,23:02:00,157,1,Sara Jaramillo,260000,90618,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
671,Gery,Male,11/06/1985,39,Premium,3,False,,12:36:00,13:31:00,55,1,Sara Jaramillo,260000,138262,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
685,Norbie,Male,15/08/1981,43,Standard,2,False,,18:35:00,20:40:00,125,1,Sara Jaramillo,155000,84936,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
797,Alley,Male,21/01/1978,46,Standard,5,True,Spinning,09:41:00,10:23:00,42,1,Sara Jaramillo,155000,95252,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
611,Arly,Female,04/12/1987,36,Premium,1,True,Yoga,14:49:00,15:28:00,39,1,Sara Jaramillo,260000,156973,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
842,Gale,Female,29/04/1993,31,Standard,5,True,Pilates,09:47:00,11:42:00,115,1,Sara Jaramillo,155000,117209,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
952,Ricky,Male,09/03/1982,42,Standard,4,True,Zumba,19:21:00,20:16:00,55,1,Sara Jaramillo,155000,104941,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
987,Hadria,Female,14/03/1979,45,Premium,5,False,,19:04:00,21:32:00,148,1,Sara Jaramillo,260000,134068,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
130,Cody,Male,27/05/1981,43,Premium,2,False,,19:40:00,21:00:00,80,1,Sara Jaramillo,260000,72051,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
989,Magdalen,Female,29/01/1990,34,Standard,1,True,LesMiles- Zumba- XCore,09:14:00,10:38:00,84,1,Sara Jaramillo,155000,115937,1113,Cartagena,Colombia,10.391,-75.479399999999998,,
760,Simmonds,Male,15/05/1981,43,Premium,5,True,XCore- BodyBalance,09:29:00,11:01:00,92,1,Felipe Arroyo,260000,121577,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
26,Hew,Male,17/06/1989,35,Standard,1,True,BodyBalance,13:12:00,15:13:00,121,1,Felipe Arroyo,155000,52418,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
641,Elladine,Female,17/08/1999,25,Premium,1,False,,08:37:00,11:18:00,161,1,Felipe Arroyo,260000,103776,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
55,Chadd,Male,04/01/2000,24,Standard,2,True,Spinning- XCore- BodyPump,15:49:00,17:09:00,80,1,Felipe Arroyo,155000,103833,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
423,Koren,Female,18/04/1987,37,Premium,5,True,XCore- Pilates- Spinning,18:48:00,19:33:00,45,1,Felipe Arroyo,260000,124459,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
272,Arley,Male,12/01/1975,49,Premium,2,True,Yoga,13:20:00,16:16:00,176,1,Felipe Arroyo,260000,193578,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
532,Skell,Male,28/09/1976,48,Premium,4,True,BodyPump- Kickboxen,16:04:00,16:43:00,39,1,Felipe Arroyo,260000,142613,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
767,Lin,Male,13/07/1989,35,Premium,5,False,,13:07:00,15:27:00,140,1,Felipe Arroyo,260000,71546,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
301,Amalea,Female,14/04/2001,23,Premium,3,True,Kickboxen- Spinning- LesMiles,13:06:00,13:58:00,52,1,Felipe Arroyo,260000,142545,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
307,Elora,Female,06/04/1992,32,Standard,3,False,,17:30:00,20:09:00,159,1,Felipe Arroyo,155000,164757,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
310,Jeremias,Male,08/02/1990,34,Standard,2,True,BodyPump- Pilates,19:18:00,20:56:00,98,1,Felipe Arroyo,155000,53460,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
322,Marcus,Male,03/11/2000,23,Standard,2,False,,20:18:00,21:26:00,68,1,Felipe Arroyo,155000,199751,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
992,Isidor,Male,12/08/1991,33,Premium,3,True,Kickboxen- Zumba- Yoga,10:24:00,12:05:00,101,1,Felipe Arroyo,260000,174709,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
406,Leela,Female,11/06/1998,26,Standard,4,True,Pilates- Kickboxen,13:03:00,14:01:00,58,1,Felipe Arroyo,155000,188376,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
487,Mariam,Female,22/02/1998,26,Standard,2,True,BodyBalance- Spinning,15:44:00,18:44:00,180,1,Felipe Arroyo,155000,87105,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
404,Ronna,Female,09/08/2009,15,Premium,3,True,Kickboxen- XCore,11:02:00,11:44:00,42,1,Felipe Arroyo,260000,106190,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
33,Hestia,Female,26/02/1982,42,Premium,3,True,LesMiles- Zumba- Yoga,10:23:00,11:18:00,55,1,Felipe Arroyo,260000,140318,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
408,Alejandro,Male,23/12/2001,22,Premium,1,False,,11:31:00,12:37:00,66,1,Felipe Arroyo,260000,170923,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
178,Chick,Male,18/11/2000,23,Premium,4,False,,11:02:00,12:38:00,96,1,Felipe Arroyo,260000,130916,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
879,Lil,Female,22/12/2002,21,Premium,3,False,,10:39:00,11:32:00,53,1,Felipe Arroyo,260000,158357,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
113,Yvonne,Female,31/07/1977,47,Premium,1,False,,16:23:00,17:36:00,73,1,Felipe Arroyo,260000,148060,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
729,Sasha,Male,01/11/1983,40,Standard,3,False,,19:38:00,22:38:00,180,1,Felipe Arroyo,155000,114811,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
866,Evangelia,Female,10/07/2002,22,Premium,3,True,Zumba,11:46:00,13:45:00,119,1,Felipe Arroyo,260000,191240,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
772,Robbi,Female,30/01/1995,29,Standard,2,False,,20:52:00,22:32:00,100,1,Felipe Arroyo,155000,90524,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
773,Willis,Male,26/06/1988,36,Standard,3,True,Spinning- XCore,18:25:00,20:27:00,122,1,Felipe Arroyo,155000,187797,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
454,Philippine,Female,10/01/1999,25,Premium,4,True,Running,18:14:00,20:56:00,162,1,Felipe Arroyo,260000,85979,2050,Medellín,Colombia,6.2442000000000002,-75.581199999999995,,
